title,release_year,type,director,cast,country,date_added,rating,year_added,no_of_seasons,listed_in,content_age,is_recent,genre
Africa,2013,TV Show,Unknown director,David Attenborough,United Kingdom,2016-04-28,TV-PG,2016,1,"British TV Shows, Docuseries, International TV Shows",12,False,British TV Shows
Africa,2013,TV Show,Unknown director,David Attenborough,United Kingdom,2016-04-28,TV-PG,2016,1,"British TV Shows, Docuseries, International TV Shows",12,False,Docuseries
Africa,2013,TV Show,Unknown director,David Attenborough,United Kingdom,2016-04-28,TV-PG,2016,1,"British TV Shows, Docuseries, International TV Shows",12,False,International TV Shows
Afronta! Facing It!,2017,TV Show,Juliana Vicente,Loo Nascimento,Brazil,2020-10-31,TV-PG,2020,1,"Docuseries, International TV Shows",8,False,Docuseries
Afronta! Facing It!,2017,TV Show,Juliana Vicente,Loo Nascimento,Brazil,2020-10-31,TV-PG,2020,1,"Docuseries, International TV Shows",8,False,International TV Shows
After Life,2020,TV Show,Unknown director,Ricky Gervais,United Kingdom,2020-04-24,TV-MA,2020,2,"British TV Shows, International TV Shows, TV Comedies",5,False,British TV Shows
After Life,2020,TV Show,Unknown director,Ricky Gervais,United Kingdom,2020-04-24,TV-MA,2020,2,"British TV Shows, International TV Shows, TV Comedies",5,False,International TV Shows
After Life,2020,TV Show,Unknown director,Ricky Gervais,United Kingdom,2020-04-24,TV-MA,2020,2,"British TV Shows, International TV Shows, TV Comedies",5,False,TV Comedies
Against the Tide,2014,TV Show,Unknown director,Christopher Lee,Singapore,2017-07-01,TV-14,2017,1,"Crime TV Shows, International TV Shows, TV Dramas",11,False,Crime TV Shows
Against the Tide,2014,TV Show,Unknown director,Christopher Lee,Singapore,2017-07-01,TV-14,2017,1,"Crime TV Shows, International TV Shows, TV Dramas",11,False,International TV Shows
Against the Tide,2014,TV Show,Unknown director,Christopher Lee,Singapore,2017-07-01,TV-14,2017,1,"Crime TV Shows, International TV Shows, TV Dramas",11,False,TV Dramas
Age Gap Love,2017,TV Show,Unknown director,Fay Ripley,United Kingdom,2019-07-12,TV-MA,2019,1,"British TV Shows, Reality TV, Romantic TV Shows",8,False,British TV Shows
Age Gap Love,2017,TV Show,Unknown director,Fay Ripley,United Kingdom,2019-07-12,TV-MA,2019,1,"British TV Shows, Reality TV, Romantic TV Shows",8,False,Reality TV
Age Gap Love,2017,TV Show,Unknown director,Fay Ripley,United Kingdom,2019-07-12,TV-MA,2019,1,"British TV Shows, Reality TV, Romantic TV Shows",8,False,Romantic TV Shows
Age of Glory,2010,TV Show,Unknown director,Debbie Goh,Unknown,2017-08-14,TV-MA,2017,2,"International TV Shows, Romantic TV Shows, TV Dramas",15,False,International TV Shows
Age of Glory,2010,TV Show,Unknown director,Debbie Goh,Unknown,2017-08-14,TV-MA,2017,2,"International TV Shows, Romantic TV Shows, TV Dramas",15,False,Romantic TV Shows
Age of Glory,2010,TV Show,Unknown director,Debbie Goh,Unknown,2017-08-14,TV-MA,2017,2,"International TV Shows, Romantic TV Shows, TV Dramas",15,False,TV Dramas
Age of Rebellion,2018,TV Show,Peter Ho,Peter Ho,Taiwan,2018-09-01,TV-MA,2018,1,"Crime TV Shows, International TV Shows, TV Dramas",7,False,Crime TV Shows
Age of Rebellion,2018,TV Show,Peter Ho,Peter Ho,Taiwan,2018-09-01,TV-MA,2018,1,"Crime TV Shows, International TV Shows, TV Dramas",7,False,International TV Shows
Age of Rebellion,2018,TV Show,Peter Ho,Peter Ho,Taiwan,2018-09-01,TV-MA,2018,1,"Crime TV Shows, International TV Shows, TV Dramas",7,False,TV Dramas
Age of Samurai: Battle for Japan,2021,TV Show,Unknown director,Masayoshi Haneda,United States,2021-02-24,TV-MA,2021,1,"Docuseries, International TV Shows",4,False,Docuseries
Age of Samurai: Battle for Japan,2021,TV Show,Unknown director,Masayoshi Haneda,United States,2021-02-24,TV-MA,2021,1,"Docuseries, International TV Shows",4,False,International TV Shows
Age of Tanks,2017,TV Show,Unknown director,Unknown actors,Germany,2018-11-10,TV-PG,2018,1,"Docuseries, International TV Shows, Science & Nature TV",8,False,Docuseries
Age of Tanks,2017,TV Show,Unknown director,Unknown actors,Germany,2018-11-10,TV-PG,2018,1,"Docuseries, International TV Shows, Science & Nature TV",8,False,International TV Shows
Age of Tanks,2017,TV Show,Unknown director,Unknown actors,Germany,2018-11-10,TV-PG,2018,1,"Docuseries, International TV Shows, Science & Nature TV",8,False,Science & Nature TV
Agent,2019,TV Show,Unknown director,Khumbulani Kay Sibiya,Mauritius,2019-12-20,TV-MA,2019,1,"International TV Shows, TV Dramas",6,False,International TV Shows
Agent,2019,TV Show,Unknown director,Khumbulani Kay Sibiya,Mauritius,2019-12-20,TV-MA,2019,1,"International TV Shows, TV Dramas",6,False,TV Dramas
Agent Raghav,2015,TV Show,Unknown director,Sharad Kelkar,India,2017-04-15,TV-14,2017,1,"Crime TV Shows, International TV Shows, TV Action & Adventure",10,False,Crime TV Shows
Agent Raghav,2015,TV Show,Unknown director,Sharad Kelkar,India,2017-04-15,TV-14,2017,1,"Crime TV Shows, International TV Shows, TV Action & Adventure",10,False,International TV Shows
Agent Raghav,2015,TV Show,Unknown director,Sharad Kelkar,India,2017-04-15,TV-14,2017,1,"Crime TV Shows, International TV Shows, TV Action & Adventure",10,False,TV Action & Adventure
Aggretsuko,2020,TV Show,Unknown director,Kaolip,Japan,2020-08-27,TV-14,2020,3,"Anime Series, International TV Shows",5,False,Anime Series
Aggretsuko,2020,TV Show,Unknown director,Kaolip,Japan,2020-08-27,TV-14,2020,3,"Anime Series, International TV Shows",5,False,International TV Shows
Ainori Love Wagon: African Journey,2019,TV Show,Unknown director,Becky,Japan,2020-01-30,TV-14,2020,1,"International TV Shows, Reality TV, Romantic TV Shows",6,False,International TV Shows
Ainori Love Wagon: African Journey,2019,TV Show,Unknown director,Becky,Japan,2020-01-30,TV-14,2020,1,"International TV Shows, Reality TV, Romantic TV Shows",6,False,Reality TV
Ainori Love Wagon: African Journey,2019,TV Show,Unknown director,Becky,Japan,2020-01-30,TV-14,2020,1,"International TV Shows, Reality TV, Romantic TV Shows",6,False,Romantic TV Shows
Ainori Love Wagon: Asian Journey,2018,TV Show,Unknown director,Becky,Japan,2019-03-28,TV-MA,2019,2,"International TV Shows, Reality TV, Romantic TV Shows",7,False,International TV Shows
Ainori Love Wagon: Asian Journey,2018,TV Show,Unknown director,Becky,Japan,2019-03-28,TV-MA,2019,2,"International TV Shows, Reality TV, Romantic TV Shows",7,False,Reality TV
Ainori Love Wagon: Asian Journey,2018,TV Show,Unknown director,Becky,Japan,2019-03-28,TV-MA,2019,2,"International TV Shows, Reality TV, Romantic TV Shows",7,False,Romantic TV Shows
Ainsley Eats the Streets,2014,TV Show,Unknown director,Ainsley Harriott,United Kingdom,2019-07-12,TV-PG,2019,1,"British TV Shows, Docuseries, International TV Shows",11,False,British TV Shows
Ainsley Eats the Streets,2014,TV Show,Unknown director,Ainsley Harriott,United Kingdom,2019-07-12,TV-PG,2019,1,"British TV Shows, Docuseries, International TV Shows",11,False,Docuseries
Ainsley Eats the Streets,2014,TV Show,Unknown director,Ainsley Harriott,United Kingdom,2019-07-12,TV-PG,2019,1,"British TV Shows, Docuseries, International TV Shows",11,False,International TV Shows
Ajaibnya Cinta,2015,TV Show,Unknown director,Unknown actors,Unknown,2021-04-14,TV-PG,2021,1,"International TV Shows, TV Dramas",10,False,International TV Shows
Ajaibnya Cinta,2015,TV Show,Unknown director,Unknown actors,Unknown,2021-04-14,TV-PG,2021,1,"International TV Shows, TV Dramas",10,False,TV Dramas
Akame ga Kill!,2014,TV Show,Unknown director,Sora Amamiya,Japan,2020-03-01,TV-14,2020,1,"Anime Series, Crime TV Shows, International TV Shows",11,False,Anime Series
Akame ga Kill!,2014,TV Show,Unknown director,Sora Amamiya,Japan,2020-03-01,TV-14,2020,1,"Anime Series, Crime TV Shows, International TV Shows",11,False,Crime TV Shows
Akame ga Kill!,2014,TV Show,Unknown director,Sora Amamiya,Japan,2020-03-01,TV-14,2020,1,"Anime Series, Crime TV Shows, International TV Shows",11,False,International TV Shows
Akbar Birbal,2019,TV Show,Unknown director,Kiku Sharda,India,2020-03-31,TV-G,2020,1,"Kids' TV, TV Comedies, TV Dramas",6,False,Kids' TV
Akbar Birbal,2019,TV Show,Unknown director,Kiku Sharda,India,2020-03-31,TV-G,2020,1,"Kids' TV, TV Comedies, TV Dramas",6,False,TV Comedies
Akbar Birbal,2019,TV Show,Unknown director,Kiku Sharda,India,2020-03-31,TV-G,2020,1,"Kids' TV, TV Comedies, TV Dramas",6,False,TV Dramas
Akulah Balqis,2015,TV Show,Pali Yahya,Puteri Balqis,Unknown,2017-11-03,TV-14,2017,1,"International TV Shows, TV Dramas",10,False,International TV Shows
Akulah Balqis,2015,TV Show,Pali Yahya,Puteri Balqis,Unknown,2017-11-03,TV-14,2017,1,"International TV Shows, TV Dramas",10,False,TV Dramas
Al Hayba,2017,TV Show,Unknown director,Taim Hasan,Lebanon,2018-09-15,TV-14,2018,1,"Crime TV Shows, International TV Shows, TV Dramas",8,False,Crime TV Shows
Al Hayba,2017,TV Show,Unknown director,Taim Hasan,Lebanon,2018-09-15,TV-14,2018,1,"Crime TV Shows, International TV Shows, TV Dramas",8,False,International TV Shows
Al Hayba,2017,TV Show,Unknown director,Taim Hasan,Lebanon,2018-09-15,TV-14,2018,1,"Crime TV Shows, International TV Shows, TV Dramas",8,False,TV Dramas
AlRawabi School for Girls,2021,TV Show,Unknown director,Andria Tayeh,Jordan,2021-08-12,TV-14,2021,1,"International TV Shows, TV Dramas, Teen TV Shows",4,False,International TV Shows
AlRawabi School for Girls,2021,TV Show,Unknown director,Andria Tayeh,Jordan,2021-08-12,TV-14,2021,1,"International TV Shows, TV Dramas, Teen TV Shows",4,False,TV Dramas
AlRawabi School for Girls,2021,TV Show,Unknown director,Andria Tayeh,Jordan,2021-08-12,TV-14,2021,1,"International TV Shows, TV Dramas, Teen TV Shows",4,False,Teen TV Shows
Alexa & Katie,2020,TV Show,Unknown director,Paris Berelc,United States,2020-06-13,TV-G,2020,4,"Kids' TV, TV Comedies",5,False,Kids' TV
Alexa & Katie,2020,TV Show,Unknown director,Paris Berelc,United States,2020-06-13,TV-G,2020,4,"Kids' TV, TV Comedies",5,False,TV Comedies
Alias Grace,2017,TV Show,Unknown director,Sarah Gadon,Canada,2017-11-03,TV-MA,2017,1,"Crime TV Shows, International TV Shows, TV Dramas",8,False,Crime TV Shows
Alias Grace,2017,TV Show,Unknown director,Sarah Gadon,Canada,2017-11-03,TV-MA,2017,1,"Crime TV Shows, International TV Shows, TV Dramas",8,False,International TV Shows
Alias Grace,2017,TV Show,Unknown director,Sarah Gadon,Canada,2017-11-03,TV-MA,2017,1,"Crime TV Shows, International TV Shows, TV Dramas",8,False,TV Dramas
Alice in Borderland,2020,TV Show,Unknown director,Kento Yamazaki,Japan,2020-12-10,TV-MA,2020,1,"International TV Shows, TV Action & Adventure, TV Mysteries",5,False,International TV Shows
Alice in Borderland,2020,TV Show,Unknown director,Kento Yamazaki,Japan,2020-12-10,TV-MA,2020,1,"International TV Shows, TV Action & Adventure, TV Mysteries",5,False,TV Action & Adventure
Alice in Borderland,2020,TV Show,Unknown director,Kento Yamazaki,Japan,2020-12-10,TV-MA,2020,1,"International TV Shows, TV Action & Adventure, TV Mysteries",5,False,TV Mysteries
Alien TV,2021,TV Show,Unknown director,Rob Tinkler,Unknown,2021-03-19,TV-Y7,2021,2,"Kids' TV, TV Comedies",4,False,Kids' TV
Alien TV,2021,TV Show,Unknown director,Rob Tinkler,Unknown,2021-03-19,TV-Y7,2021,2,"Kids' TV, TV Comedies",4,False,TV Comedies
Alien Worlds,2020,TV Show,Unknown director,Unknown actors,United Kingdom,2020-12-02,TV-PG,2020,1,"British TV Shows, Docuseries, International TV Shows",5,False,British TV Shows
Alien Worlds,2020,TV Show,Unknown director,Unknown actors,United Kingdom,2020-12-02,TV-PG,2020,1,"British TV Shows, Docuseries, International TV Shows",5,False,Docuseries
Alien Worlds,2020,TV Show,Unknown director,Unknown actors,United Kingdom,2020-12-02,TV-PG,2020,1,"British TV Shows, Docuseries, International TV Shows",5,False,International TV Shows
All About the Washingtons,2018,TV Show,Unknown director,Joseph Simmons,United States,2018-08-10,TV-PG,2018,1,TV Comedies,7,False,TV Comedies
All American,2021,TV Show,Unknown director,Daniel Ezra,United States,2021-07-27,TV-14,2021,3,"TV Dramas, Teen TV Shows",4,False,TV Dramas
All American,2021,TV Show,Unknown director,Daniel Ezra,United States,2021-07-27,TV-14,2021,3,"TV Dramas, Teen TV Shows",4,False,Teen TV Shows
All For Love,2020,TV Show,Unknown director,Ana María Estupiñán,Colombia,2020-06-26,TV-MA,2020,1,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",5,False,International TV Shows
All For Love,2020,TV Show,Unknown director,Ana María Estupiñán,Colombia,2020-06-26,TV-MA,2020,1,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",5,False,Romantic TV Shows
All For Love,2020,TV Show,Unknown director,Ana María Estupiñán,Colombia,2020-06-26,TV-MA,2020,1,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",5,False,Spanish-Language TV Shows
All Hail King Julien,2017,TV Show,Unknown director,Danny Jacobs,United States,2017-12-01,TV-Y7,2017,5,"Kids' TV, TV Comedies",8,False,Kids' TV
All Hail King Julien,2017,TV Show,Unknown director,Danny Jacobs,United States,2017-12-01,TV-Y7,2017,5,"Kids' TV, TV Comedies",8,False,TV Comedies
All Hail King Julien: Exiled,2017,TV Show,Unknown director,Danny Jacobs,Unknown,2017-05-12,TV-Y7,2017,1,"Kids' TV, TV Action & Adventure, TV Comedies",8,False,Kids' TV
All Hail King Julien: Exiled,2017,TV Show,Unknown director,Danny Jacobs,Unknown,2017-05-12,TV-Y7,2017,1,"Kids' TV, TV Action & Adventure, TV Comedies",8,False,TV Action & Adventure
All Hail King Julien: Exiled,2017,TV Show,Unknown director,Danny Jacobs,Unknown,2017-05-12,TV-Y7,2017,1,"Kids' TV, TV Action & Adventure, TV Comedies",8,False,TV Comedies
Alma Matters,2021,TV Show,Unknown director,Unknown actors,India,2021-05-14,TV-MA,2021,1,"Docuseries, International TV Shows",4,False,Docuseries
Alma Matters,2021,TV Show,Unknown director,Unknown actors,India,2021-05-14,TV-MA,2021,1,"Docuseries, International TV Shows",4,False,International TV Shows
Almost Happy,2020,TV Show,Hernán Guerschuny,Sebastián Wainraich,Argentina,2020-05-02,TV-MA,2020,1,"International TV Shows, Spanish-Language TV Shows, TV Comedies",5,False,International TV Shows
Almost Happy,2020,TV Show,Hernán Guerschuny,Sebastián Wainraich,Argentina,2020-05-02,TV-MA,2020,1,"International TV Shows, Spanish-Language TV Shows, TV Comedies",5,False,Spanish-Language TV Shows
Almost Happy,2020,TV Show,Hernán Guerschuny,Sebastián Wainraich,Argentina,2020-05-02,TV-MA,2020,1,"International TV Shows, Spanish-Language TV Shows, TV Comedies",5,False,TV Comedies
Alone,2019,TV Show,Unknown director,Unknown actors,Unknown,2020-06-02,TV-14,2020,1,Reality TV,6,False,Reality TV
Alphablocks,2014,TV Show,Unknown director,Teresa Gallagher,United Kingdom,2020-05-25,TV-Y,2020,5,Kids' TV,11,False,Kids' TV
Altered Carbon,2020,TV Show,Unknown director,Joel Kinnaman,United States,2020-02-27,TV-MA,2020,2,"Crime TV Shows, TV Action & Adventure, TV Dramas",5,False,Crime TV Shows
Altered Carbon,2020,TV Show,Unknown director,Joel Kinnaman,United States,2020-02-27,TV-MA,2020,2,"Crime TV Shows, TV Action & Adventure, TV Dramas",5,False,TV Action & Adventure
Altered Carbon,2020,TV Show,Unknown director,Joel Kinnaman,United States,2020-02-27,TV-MA,2020,2,"Crime TV Shows, TV Action & Adventure, TV Dramas",5,False,TV Dramas
Always a Witch,2019,TV Show,Unknown director,Angely Gaviria,Colombia,2020-02-28,TV-14,2020,2,"International TV Shows, Spanish-Language TV Shows, TV Comedies",6,False,International TV Shows
Always a Witch,2019,TV Show,Unknown director,Angely Gaviria,Colombia,2020-02-28,TV-14,2020,2,"International TV Shows, Spanish-Language TV Shows, TV Comedies",6,False,Spanish-Language TV Shows
Always a Witch,2019,TV Show,Unknown director,Angely Gaviria,Colombia,2020-02-28,TV-14,2020,2,"International TV Shows, Spanish-Language TV Shows, TV Comedies",6,False,TV Comedies
Amazing Interiors,2018,TV Show,Unknown director,Unknown actors,United Kingdom,2018-07-20,TV-PG,2018,1,"British TV Shows, International TV Shows, Reality TV",7,False,British TV Shows
Amazing Interiors,2018,TV Show,Unknown director,Unknown actors,United Kingdom,2018-07-20,TV-PG,2018,1,"British TV Shows, International TV Shows, Reality TV",7,False,International TV Shows
Amazing Interiors,2018,TV Show,Unknown director,Unknown actors,United Kingdom,2018-07-20,TV-PG,2018,1,"British TV Shows, International TV Shows, Reality TV",7,False,Reality TV
Amend: The Fight for America,2021,TV Show,Unknown director,Will Smith,United States,2021-02-17,TV-MA,2021,1,Docuseries,4,False,Docuseries
America's Book of Secrets,2014,TV Show,Unknown director,Jonathan Adams,United States,2019-09-15,TV-14,2019,1,Docuseries,11,False,Docuseries
America's Next Top Model,2013,TV Show,Unknown director,Tyra Banks,United States,2020-11-15,TV-14,2020,2,Reality TV,12,False,Reality TV
American Crime,2017,TV Show,Unknown director,Felicity Huffman,United States,2017-05-30,TV-MA,2017,3,"Crime TV Shows, TV Dramas",8,False,Crime TV Shows
American Crime,2017,TV Show,Unknown director,Felicity Huffman,United States,2017-05-30,TV-MA,2017,3,"Crime TV Shows, TV Dramas",8,False,TV Dramas
American Crime Story: The People v. O.J. Simpson,2016,TV Show,Unknown director,Cuba Gooding Jr.,United States,2019-03-06,TV-MA,2019,1,"Crime TV Shows, TV Dramas",9,False,Crime TV Shows
American Crime Story: The People v. O.J. Simpson,2016,TV Show,Unknown director,Cuba Gooding Jr.,United States,2019-03-06,TV-MA,2019,1,"Crime TV Shows, TV Dramas",9,False,TV Dramas
American Experience: The Circus,2018,TV Show,Sharon Grimberg,Unknown actors,United States,2019-05-02,TV-PG,2019,1,Docuseries,7,False,Docuseries
American Horror Story,2019,TV Show,Unknown director,Evan Peters,United States,2020-11-13,TV-MA,2020,9,"TV Horror, TV Mysteries, TV Thrillers",6,False,TV Horror
American Horror Story,2019,TV Show,Unknown director,Evan Peters,United States,2020-11-13,TV-MA,2020,9,"TV Horror, TV Mysteries, TV Thrillers",6,False,TV Mysteries
American Horror Story,2019,TV Show,Unknown director,Evan Peters,United States,2020-11-13,TV-MA,2020,9,"TV Horror, TV Mysteries, TV Thrillers",6,False,TV Thrillers
American Odyssey,2015,TV Show,Unknown director,Anna Friel,United States,2016-04-05,TV-14,2016,1,"TV Dramas, TV Thrillers",10,False,TV Dramas
American Odyssey,2015,TV Show,Unknown director,Anna Friel,United States,2016-04-05,TV-14,2016,1,"TV Dramas, TV Thrillers",10,False,TV Thrillers
American Vandal,2018,TV Show,Unknown director,Tyler Alvarez,United States,2018-09-14,TV-MA,2018,2,"Crime TV Shows, TV Comedies, Teen TV Shows",7,False,Crime TV Shows
American Vandal,2018,TV Show,Unknown director,Tyler Alvarez,United States,2018-09-14,TV-MA,2018,2,"Crime TV Shows, TV Comedies, Teen TV Shows",7,False,TV Comedies
American Vandal,2018,TV Show,Unknown director,Tyler Alvarez,United States,2018-09-14,TV-MA,2018,2,"Crime TV Shows, TV Comedies, Teen TV Shows",7,False,Teen TV Shows
